Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2019 [YR2019]
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Chile,CHL,100,109.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,China,CHN,100,92.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Colombia,COL,100,124.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Comoros,COM,100,71.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Congo, Dem. Rep.",COD,100,114.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Congo, Rep.",COG,100,103.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Costa Rica,CRI,100,98.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cote d'Ivoire,CIV,100,87.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Croatia,HRV,100,96.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cuba,CUB,100,95.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Curacao,CUW,100,100.0698537314
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cyprus,CYP,100,98.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Czechia,CZE,100,100.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Denmark,DNK,100,102.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Djibouti,DJI,100,102.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Dominica,DMA,100,93
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Dominican Republic,DOM,100,99.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ecuador,ECU,100,109
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Egypt, Arab Rep.",EGY,100,100.9
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,El Salvador,SLV,100,99
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Equatorial Guinea,GNQ,100,103
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Eritrea,ERI,100,89.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Estonia,EST,100,100.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ethiopia,ETH,100,92.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Faroe Islands,FRO,100,105.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Fiji,FJI,100,102.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Finland,FIN,100,96.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,France,FRA,100,97.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,French Polynesia,PYF,100,90.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Gabon,GAB,100,108.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Gambia, The",GMB,100,100.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Georgia,GEO,100,102.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Germany,DEU,100,100.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ghana,GHA,100,100
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Gibraltar,GIB,100,91.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Greece,GRC,100,98.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Greenland,GRL,100,100.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Grenada,GRD,100,86.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guam,GUM,100,103.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guatemala,GTM,100,96.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guinea,GIN,100,104.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guinea-Bissau,GNB,100,90.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guyana,GUY,100,107
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Haiti,HTI,100,93.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Honduras,HND,100,93.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Hong Kong SAR, China",HKG,100,100
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Hungary,HUN,100,101.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Iceland,ISL,100,94.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,India,IND,100,97.9
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Indonesia,IDN,100,98.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Iran, Islamic Rep.",IRN,100,110.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Iraq,IRQ,100,127.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ireland,IRL,100,90.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Isle of Man,IMN,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Israel,ISR,100,92.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Italy,ITA,100,102.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Jamaica,JAM,100,100.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Japan,JPN,100,98.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Jordan,JOR,100,95.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kazakhstan,KAZ,100,106.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kenya,KEN,100,94.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kiribati,KIR,100,110.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Korea, Dem. People's Rep.",PRK,100,83.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Korea, Rep.",KOR,100,91.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kosovo,XKX,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kuwait,KWT,100,106.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kyrgyz Republic,KGZ,100,110.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lao PDR,LAO,100,101.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Latvia,LVA,100,102.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lebanon,LBN,100,98.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lesotho,LSO,100,94.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Liberia,LBR,100,105.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Libya,LBY,100,114.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Liechtenstein,LIE,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lithuania,LTU,100,101.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Luxembourg,LUX,100,91.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Macao SAR, China",MAC,100,101.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,North Macedonia,MKD,100,102.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Madagascar,MDG,100,84.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malawi,MWI,100,92.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malaysia,MYS,100,98.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Maldives,MDV,100,87.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mali,MLI,100,109.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malta,MLT,100,109.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Marshall Islands,MHL,100,101.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mauritania,MRT,100,120.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mauritius,MUS,100,97.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mexico,MEX,100,105.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Micronesia, Fed. Sts.",FSM,100,105.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Moldova,MDA,100,98.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Monaco,MCO,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mongolia,MNG,100,105.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Montenegro,MNE,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Morocco,MAR,100,93.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mozambique,MOZ,100,98.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Myanmar,MMR,100,96
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Namibia,NAM,100,102.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nauru,NRU,100,58.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nepal,NPL,100,96.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Netherlands,NLD,100,99.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,New Caledonia,NCL,100,109.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,New Zealand,NZL,100,110.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nicaragua,NIC,100,92
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Niger,NER,100,103.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nigeria,NGA,100,105.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Northern Mariana Islands,MNP,100,123.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Norway,NOR,100,93.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Oman,OMN,100,79.9
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Pakistan,PAK,100,108.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Palau,PLW,100,103.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Panama,PAN,100,93.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Papua New Guinea,PNG,100,95.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Paraguay,PRY,100,93.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Peru,PER,100,104.9
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Philippines,PHL,100,99.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Poland,POL,100,98.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Portugal,PRT,100,98.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Puerto Rico (US),PRI,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Qatar,QAT,100,91.9
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Romania,ROU,100,96.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Russian Federation,RUS,100,109.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Rwanda,RWA,100,107.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Samoa,WSM,100,99.9
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,San Marino,SMR,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sao Tome and Principe,STP,100,119.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Saudi Arabia,SAU,100,127.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Senegal,SEN,100,106.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Serbia,SRB,100,99.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Seychelles,SYC,100,94.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sierra Leone,SLE,100,106.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Singapore,SGP,100,94.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sint Maarten (Dutch part),SXM,100,110.4921907931
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Slovak Republic,SVK,100,100.9
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Slovenia,SVN,100,98
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Solomon Islands,SLB,100,89.9
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Somalia, Fed. Rep.",SOM,100,105.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,South Africa,ZAF,100,112
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,South Sudan,SSD,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Spain,ESP,100,98.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sri Lanka,LKA,100,103.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Kitts and Nevis,KNA,100,107.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Lucia,LCA,100,95.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Martin (French part),MAF,100,110.4921907931
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Vincent and the Grenadines,VCT,100,89.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sudan,SDN,100,113.2201000399
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Suriname,SUR,100,107.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Eswatini,SWZ,100,99.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sweden,SWE,100,100
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Switzerland,CHE,100,105.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Syrian Arab Republic,SYR,100,100.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tajikistan,TJK,100,106
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tanzania,TZA,100,102.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Thailand,THA,100,98.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Timor-Leste,TLS,100,89
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Togo,TGO,100,101.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tonga,TON,100,100.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Trinidad and Tobago,TTO,100,95.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tunisia,TUN,100,97
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turkiye,TUR,100,94.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turkmenistan,TKM,100,91.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turks and Caicos Islands,TCA,100,99.5
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tuvalu,TUV,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Uganda,UGA,100,96.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ukraine,UKR,100,100.9
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United Arab Emirates,ARE,100,101.7
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United Kingdom,GBR,100,88.6
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United States,USA,100,100.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Uruguay,URY,100,100.4
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Uzbekistan,UZB,100,101
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Vanuatu,VUT,100,91.2
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Venezuela, RB",VEN,100,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Viet Nam,VNM,100,105.1
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Virgin Islands (U.S.),VIR,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,West Bank and Gaza,PSE,100,98.3
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Yemen, Rep.",YEM,100,99
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Zambia,ZMB,100,100.8
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Zimbabwe,ZWE,100,100
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Afghanistan,AFG,2596917266.2,2661685956.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Albania,ALB,8446920542.7,9274269395.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Algeria,DZA,4671396332.7,5492379098.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,American Samoa,ASM,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Andorra,AND,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Angola,AGO,48771532654.3,62292159789.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Antigua and Barbuda,ATG,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Argentina,ARG,187972586465.6,299354360388
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Armenia,ARM,8831021220.8,11884488146.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Aruba,ABW,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Australia,AUS,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Austria,AUT,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Azerbaijan,AZE,13337861419.9,16539074382
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Bahamas, The",BHS,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bahrain,BHR,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bangladesh,BGD,38704937144.2,62468325028.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Barbados,BRB,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Belarus,BLR,38257921211.1,40734118642.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Belgium,BEL,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Belize,BLZ,1279832151.2,1377410086.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Benin,BEN,3555460281.2,6948620010.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bermuda,BMU,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bhutan,BTN,2111104022.8,2803804731.6
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bolivia,BOL,9895204080.3,14301150537.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bosnia and Herzegovina,BIH,11655585848.2,12789468857.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Botswana,BWA,2223000319.7,1564146563.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Brazil,BRA,543397356309.8,568708887352.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,British Virgin Islands,VGB,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Brunei Darussalam,BRN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bulgaria,BGR,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Burkina Faso,BFA,12601802193.7,9159426696.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Burundi,BDI,626941607.8,628698017.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cabo Verde,CPV,1841259211.7,2147746821.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cambodia,KHM,9438769397.9,15362550605.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cameroon,CMR,7304904667,12928642115.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Canada,CAN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cayman Islands,CYM,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Central African Republic,CAF,690878853.7,849502900.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Chad,TCD,2798645241.3,3216211690
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Channel Islands,CHI,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Chile,CHL,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,China,CHN,1333768986063.5,2114161989828.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Colombia,COL,113361779932.3,138984653215
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Comoros,COM,125602671.9,270730976.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Congo, Dem. Rep.",COD,5996709515.5,6503189285.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Congo, Rep.",COG,6776694503.4,8397253562.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Costa Rica,CRI,23588779506.4,29801637994.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cote d'Ivoire,CIV,11387731266.8,19831484538.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Croatia,HRV,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cuba,CUB,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Curacao,CUW,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cyprus,CYP,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Czechia,CZE,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Denmark,DNK,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Djibouti,DJI,1227496569.6,2552579803.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Dominica,DMA,496007934.8,460210461.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Dominican Republic,DOM,26727445939.7,35095621459.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ecuador,ECU,28405810428,51908820292.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Egypt, Arab Rep.",EGY,49873938935.6,114910260649.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,El Salvador,SLV,15604154313.2,17368634891.6
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Equatorial Guinea,GNQ,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Eritrea,ERI,875473801.3,779332773.6
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Estonia,EST,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ethiopia,ETH,20443875424.1,30377335498.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Faroe Islands,FRO,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Fiji,FJI,1492464435,1831700627
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Finland,FIN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,France,FRA,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,French Polynesia,PYF,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Gabon,GAB,5131574603.4,7291337257.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Gambia, The",GMB,586005734.1,851796355.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Georgia,GEO,14874617981.4,18757549511.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Germany,DEU,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ghana,GHA,31306595150.8,32594881069.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Gibraltar,GIB,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Greece,GRC,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Greenland,GRL,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Grenada,GRD,601161099.1,545922057.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guam,GUM,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guatemala,GTM,20378217942.1,24596433139.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guinea,GIN,2038505983,3539865720.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guinea-Bissau,GNB,394322266,657103331.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guyana,GUY,1636917068,1530459137.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Haiti,HTI,2096138364.2,2214201548.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Honduras,HND,7634387493.8,9755669687.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Hong Kong SAR, China",HKG,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Hungary,HUN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Iceland,ISL,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,India,IND,478831010025.1,561017395481.3
